form	lemma	POS	morph
que	que	CONsub	MORPH=empty
tuer	tuer	VERinf	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
playe	plaie	NOMcom	NOMB.=s|GENRE=f
qu’	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
irrite	irriter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſans	sans	PRE	MORPH=empty
ceſſe	cesse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
n’	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
garde	garde	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
rejoindre	rejoindre	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
non	non	ADVneg	MORPH=empty
plus	plus	ADVgen	MORPH=empty
ni	ni	CONcoo	MORPH=empty
moins	moins	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
celui	celui	PROdem	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
voyage	voyager	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aſſiduëment	assidûment	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
devient	devenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
jamais	jamais	ADVgen	MORPH=empty
habile	habile	ADJqua	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
ſemblables	semblable	ADJqua	NOMB.=p|GENRE=f
opinions	opinion	NOMcom	NOMB.=p|GENRE=f
ſont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
à	à	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
avis	avis	NOMcom	NOMB.=s|GENRE=m
mal	mal	ADVgen	MORPH=empty
fondées	fonder	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
veu	voir	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
apprenons	apprendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
de	de	PRE	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=f
Hiſtoires	histoire	NOMpro	NOMB.=p|GENRE=f
que	que	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
naiſſance	naissance	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
afférmiſſement	affermissement	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
grands	grand	ADJqua	NOMB.=p|GENRE=m
Empires	empire	NOMpro	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
viennent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
que	que	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
connoiſſance	connaissance	NOMcom	NOMB.=s|GENRE=f
qu’	que	PROrel	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
eu	avoir	VERppe	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
loix	loi	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
habitudes	habitude	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
étrangers	étranger	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Lycurge	Lycurgue	NOMpro	NOMB.=s|GENRE=m
méme	même	ADJind	NOMB.=s|GENRE=m
n’	ne	ADVneg	MORPH=empty
ût	ut	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
jamais	jamais	ADVgen	MORPH=empty
appris	apprendre	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
meſtier	métier	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
aſſortir	assortir	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
ſi	si	ADVgen	MORPH=empty
bonnes	bon	ADJqua	NOMB.=p|GENRE=f
regles	règle	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
police	police	NOMcom	NOMB.=s|GENRE=f
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
Eſtat	état	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
s’	si	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n’	ne	ADVneg	MORPH=empty
en	en	PROadv	MORPH=empty
ût	ut	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
emprunté	emprunter	VERppe	NOMB.=s|GENRE=m
quelques	quelque	DETind	NOMB.=p|GENRE=f
-unes	un	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
Crete	Crète	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Aſie	Asie	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Ægypte	Égypte	NOMpro	NOMB.=s|GENRE=f
qu’	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
viſité	visiter	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
Grecs	grec	NOMpro	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Romains	romain	NOMpro	NOMB.=p|GENRE=m
mieux	mieux	ADVgen	MORPH=empty
aviſez	aviser	VERppe	NOMB.=p|GENRE=m
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Spartes	sparte	NOMpro	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Laconiens	laconien	NOMpro	NOMB.=p|GENRE=m
jugerent	juger	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
que	que	CONsub	MORPH=empty
pour	pour	PRE	MORPH=empty
eterniſer	éterniser	VERinf	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
noms	nom	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
falloit	falloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
qu’	que	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
parcouruſſent	parcourir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=f
mers	mer	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
ouvriſſent	ouvrir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m
chemin	chemin	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
Païs	pays	NOMpro	NOMB.=p|GENRE=m
étrangers	étranger	ADJqua	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
merveille	merveille	NOMcom	NOMB.=s|GENRE=f
ſi	si	CONsub	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
derniers	dernier	NOMcom	NOMB.=p|GENRE=m
apporterent	apporter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
ſoin	soin	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
dreſſer	dresser	VERinf	MORPH=empty
exactement	exactement	ADVgen	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
Itineraires	itinéraire	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
puſſent	pouvoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
conduire	conduire	VERinf	MORPH=empty
avec	avec	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
aſſurance	assurance	NOMcom	NOMB.=s|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=m
Voyageurs	voyageur	NOMpro	NOMB.=p|GENRE=m
juſques	jusque	PRE	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
dernieres	dernier	ADJqua	NOMB.=p|GENRE=f
terres	terre	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
Univers	univers	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Herodote	Hérodote	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
naſquit	naître	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=m
an	an	NOMcom	NOMB.=s|GENRE=m
481	481	ADJcar	MORPH=empty
.	.	PONfrt	MORPH=empty
avant	avant	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
naiſſance	naissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Jeſus	Jésus	NOMpro	NOMB.=s|GENRE=m
Chriſt	Christ	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
rapporte	rapporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
Necho	Necho	NOMpro	NOMB.=s|GENRE=m
Roy	roi	NOMpro	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
Egypte	Égypte	NOMpro	NOMB.=s|GENRE=f
(	(	PONfrt	MORPH=empty
qui	qui	PROrel	MORPH=empty
regnoit	régner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
605	605	PROcar	MORPH=empty
.	.	PONfrt	MORPH=empty
avant	avant	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Incarnation	incarnation	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Chriſt	Christ	NOMpro	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
deſireux	désireux	ADJqua	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
étendre	étendre	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
limites	limite	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
domaine	domaine	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
addonna	adonner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
connoiſſance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
marine	marine	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
ayant	avoir	VERppa	NOMB.=x|GENRE=x
fait	faire	VERppe	NOMB.=s|GENRE=m
ceſſer	cesser	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
canal	canal	NOMcom	NOMB.=s|GENRE=m
qu’	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
commencé	commencer	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
tirer	tirer	VERinf	MORPH=empty
depuis	depuis	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Nil	Nil	NOMpro	NOMB.=s|GENRE=m
juſques	jusque	PRE	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
Golphe	golfe	NOMpro	NOMB.=s|GENRE=m
Arabique	arabique	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
dépecha	dépêcher	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
flotte	flotte	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Phœniciens	phénicien	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
auſquels	à_lequel	PRE.PROrel	NOMB.=p|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
commanda	commander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
revenir	revenir	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
Egypte	Égypte	NOMpro	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Mer	mer	NOMpro	NOMB.=s|GENRE=f
Mediterranée	méditerranée	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ces	ce	DETdem	NOMB.=p|GENRE=m
peuples	peuple	NOMcom	NOMB.=p|GENRE=m
donc	donc	ADVgen	MORPH=empty
ayans	avoir	VERppa	NOMB.=p|GENRE=m
levé	lever	VERppe	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=f
ancres	ancre	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Mer	mer	NOMpro	NOMB.=s|GENRE=f
Auſtrale	austral	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
Automne	automne	NOMcom	NOMB.=s|GENRE=m
eſtant	être	VERppa	NOMB.=x|GENRE=x
venu	venir	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
prirent	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
terre	terre	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
labourerent	labourer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſemerent	semer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
quelque	quelque	DETind	NOMB.=s|GENRE=m
territoires	territoire	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
y	y	PROadv	MORPH=empty
ſejournerent	séjourner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
juſques	jusque	PRE	MORPH=empty
à	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ûrent	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
recueilly	recueillir	VERppe	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
bled	blé	NOMcom	NOMB.=s|GENRE=m
ſuffiſamment	suffisamment	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
achever	achever	VERinf	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
voyage	voyage	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
eſtans	être	VERppa	NOMB.=p|GENRE=m
remis	remettre	VERppe	NOMB.=p|GENRE=m
ſur	sur	PRE	MORPH=empty
Mer	mer	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
conſommé	consommer	VERppe	NOMB.=s|GENRE=m
deux	deux	DETcar	MORPH=empty
ans	an	NOMcom	NOMB.=p|GENRE=m
entiers	entier	ADJqua	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
coſtoyer	côtoyer	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Lybie	Libye	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
arriverent	arriver	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
Colomnes	colonne	NOMpro	NOMB.=p|GENRE=f
d’	de	PRE	MORPH=empty
Hercule	Hercule	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
là	là	ADVgen	MORPH=empty
revinrent	revenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
en	en	PRE	MORPH=empty
Egypte	Égypte	NOMpro	NOMB.=s|GENRE=f
ſur	sur	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
troiſiéme	troisième	ADJord	NOMB.=s|GENRE=f
année	année	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Peu	peu	ADVgen	MORPH=empty
apres	après	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
méme	même	ADJqua	NOMB.=s|GENRE=m
Autheur	auteur	NOMpro	NOMB.=s|GENRE=m
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Carthaginois	carthaginois	NOMpro	NOMB.=p|GENRE=m
ſuivirent	suivre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
méme	même	ADJqua	NOMB.=s|GENRE=f
piſte	piste	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
certain	certain	ADJind	NOMB.=s|GENRE=m
Sataſpes	Sataspes	NOMpro	NOMB.=p|GENRE=m
eſtant	être	VERppa	NOMB.=x|GENRE=x
condamné	condamner	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
eſtre	être	VERinf	MORPH=empty
cruicifié	crucifier	VERppe	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
ravi	ravir	VERppe	NOMB.=s|GENRE=m
l'	le	DETdef	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
fille	fille	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Zophyrus	Zophyrus	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
peine	peine	NOMcom	NOMB.=s|GENRE=f
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
changée	changer	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
Xerxes	Xerxès	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
en	en	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
navigation	navigation	NOMcom	NOMB.=s|GENRE=f
qu’	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ordonna	ordonner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
depuis	depuis	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Egypte	Égypte	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
Colomnes	colonne	NOMpro	NOMB.=p|GENRE=f
d’	de	PRE	MORPH=empty
Hercule	Hercule	NOMpro	NOMB.=s|GENRE=m
juſques	jusque	PRE	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ſein	sein	NOMcom	NOMB.=s|GENRE=m
Arabique	arabique	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=i
aſſeure	assurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
Darius	Darius	NOMpro	NOMB.=s|GENRE=m
ayant	avoir	VERppa	NOMB.=x|GENRE=x
envie	envie	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ſçavoir	savoir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
&	et	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
quelle	quel	DETint	NOMB.=s|GENRE=f
Mer	mer	NOMpro	NOMB.=s|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
Fleuvre	fleuve	NOMpro	NOMB.=s|GENRE=m
Indus	Indus	NOMpro	NOMB.=s|GENRE=m
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
déchargeoit	décharger	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
enuoya	envoyer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
certain	certain	ADJind	NOMB.=s|GENRE=m
Scylax	Scylax	NOMpro	NOMB.=s|GENRE=m
avec	avec	PRE	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
perſonnes	personne	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
fidelité	fidélité	NOMcom	NOMB.=s|GENRE=f
deſquelles	de_lequel	PRE.PROrel	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
pouvoit	pouvoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
douter	douter	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
eſtans	être	VERppa	NOMB.=p|GENRE=m
devalez	dévaler	VERppe	NOMB.=p|GENRE=m
par	par	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
riviere	rivière	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
entrez	entrer	VERppe	NOMB.=p|GENRE=m
qu’	que	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
furent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
en	en	PRE	MORPH=empty
Mer	mer	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
reconnurent	reconnaître	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
exactement	exactement	ADVgen	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
coſtes	côte	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
revinrent	revenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
ſein	sein	NOMcom	NOMB.=s|GENRE=m
Arabique	arabique	NOMpro	NOMB.=s|GENRE=m
trente	trente	DETcar	MORPH=empty
mois	mois	NOMcom	NOMB.=p|GENRE=m
apres	après	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
depart	départ	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
aida	aider	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
grandement	grandement	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
Darius	Darius	NOMpro	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
ſubjuguer	subjuguer	VERinf	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Inde	Inde	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
rendre	rendre	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
maiſtre	maître	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Mer	mer	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Pline	Pline	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
homme	homme	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Mer	mer	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
General	général	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
Armée	armée	NOMpro	NOMB.=s|GENRE=f
navale	naval	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
