form	lemma	POS	morph
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
ſanglots	sanglot	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
rage	rage	NOMcom	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
fureur	fureur	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Dont	dont	PROrel	NOMB.=p|GENRE=x
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
n’	ne	ADVneg	MORPH=empty
eſtant	être	VERppa	NOMB.=s|GENRE=x
pas	pas	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
uos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
maieſtez	majesté	NOMcom	NOMB.=p|GENRE=f
dignes	digne	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|CAS=n|GENRE=x
n’	ne	ADVneg	MORPH=empty
oſe	oser	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
accompagner	accompagner	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
doux	doux	ADJqua	NOMB.=s|GENRE=m
chant	chant	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
Cygnes	cygne	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Croaſſant	croasser	VERppa	NOMB.=s|GENRE=m
enroué	enrouer	VERppe	NOMB.=s|GENRE=m
quand	quand	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|CAS=n|GENRE=x
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
quelquesſois	quelquefois	ADVgen	MORPH=empty
Vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
louanges	louange	NOMcom	NOMB.=p|GENRE=f
ſonner	sonner	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
ſuiect	sujet	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
trop	trop	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
poix	poids	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
naſſelle	nacelle	NOMcom	NOMB.=s|GENRE=f
trop	trop	ADVgen	MORPH=empty
foible	faible	ADJqua	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
craintiue	craintif	ADJqua	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
vagues	vague	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
N’	ne	ADVneg	MORPH=empty
oſe	oser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
grand	grand	ADJqua	NOMB.=s|GENRE=f
'	'	PRE	MORPH=empty
mer	mer	NOMcom	NOMB.=s|GENRE=f
courir	courir	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
ondes	onde	ADJqua	NOMB.=p|GENRE=f
vagues	vague	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Lechant	lécher	VERppa	NOMB.=s|GENRE=m
touſiours	toujours	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
bord	bord	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
ſi	si	CONsub	MORPH=empty
aucunesfois	aucunefois	ADVgen	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
entre	entrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
auant	avant	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſur	sur	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
fleuues	fleuve	NOMcom	NOMB.=p|GENRE=m
cois	coi	ADJqua	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
ſi	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
guidez	guider	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
qui	qui	PROrel	NOMB.=p|GENRE=x
eſtes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
Neptune	Neptune	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
courra	courir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
ſans	sans	PRE	MORPH=empty
crainte	crainte	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
infortune	infortune	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Ne	ne	ADVneg	MORPH=empty
redoutant	redouter	VERppa	NOMB.=s|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=m
rocs	roc	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Syrtes	syrtes	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
bancs	banc	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Ny	ni	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
uents	vent	NOMcom	NOMB.=p|GENRE=m
eſmeus	émouvoir	VERppe	NOMB.=p|GENRE=m
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
donnent	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
flancs	flanc	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
\"	\"	PONpga	MORPH=empty
Prochaine	prochain	ADJqua	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
abyſmer	abîmer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
qui	qui	PROrel	NOMB.=p|GENRE=x
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
garde	garde	NOMcom	NOMB.=s|GENRE=f
\"	\"	PONpga	MORPH=empty
D'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
si	si	CONsub	MORPH=empty
grãd	grand	ADJqua	NOMB.=s|GENRE=m
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
uous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
ſeuremẽt	sûrement	ADVgen	morph
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
haſarde	hasarder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
ARGVMENT	argument	NOMcom	NOMB.=s|GENRE=m
DE	de	PRE	MORPH=empty
LA	le	DETdef	NOMB.=s|GENRE=f
TRAGECOMEDIE	tragi-comédie	NOMcom	NOMB.=s|GENRE=f
DE	de	PRE	MORPH=empty
BRADAMANTE	Bradamante	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
APRES	après	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Saraſins	sarrasin	NOMpro	NOMB.=p|GENRE=m
ſurent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
rompus	rompre	VERppe	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
chaſſez	chasser	VERppe	NOMB.=p|GENRE=m
deuant	devant	PRE	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
Roger	Roger	NOMpro	NOMB.=s|GENRE=m
embarqué	embarquer	VERppe	NOMB.=s|GENRE=m
auec	avec	PRE	MORPH=empty
autres	autre	DETind	NOMB.=p|GENRE=m
Princes	prince	NOMcom	NOMB.=p|GENRE=m
reſtez	rester	VERppe	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
armee	armée	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſurpris	surprendre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
tourmente	tourmente	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mer	mer	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
Afrique	Afrique	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
hõmes	homme	NOMcom	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
vaiſſeaux	vaisseau	NOMcom	NOMB.=p|GENRE=m
abyſmez	abîmer	VERppe	NOMB.=p|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ſauue	sauver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
naige	nage	NOMcom	NOMB.=s|GENRE=f
ſur	sur	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
rocher	rocher	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
auquel	à_lequel	NOMcom	NOMB.=s|GENRE=m
habitoit	habiter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vn	un	DETndf	NOMB.=s|GENRE=m
veil	vieux	ADJqua	NOMB.=s|GENRE=m
Hermite	ermite	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
aduertiſt	avertir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
ſalut	salut	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
recongnoiſtre	reconnaître	VERinf	MORPH=empty
Ieſus	Jésus	NOMpro	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
Chriſt	Christ	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Roland	Roland	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Oliuier	Olivier	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
Sobrin	Sobrin	NOMpro	NOMB.=s|GENRE=m
y	y	PROadv	MORPH=empty
arriuent	arriver	VERcjg	NOMB.=p|GENRE=m
auec	avec	PRE	MORPH=empty
Renaut	Renaud	NOMpro	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
retour	retour	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
cõflit	conflit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Lipaduſe	Lipaduse	NOMpro	NOMB.=s|GENRE=x
:	:	PONfbl	MORPH=empty
reſiouis	réjouir	VERppe	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
rencontre	rencontre	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Roger	Roger	NOMpro	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
conuerſion	conversion	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
noſtre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
Foy	foi	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
accordent	accorder	VERcjg	MODE=con|TEMPS=pst|PERS.=3|NOMB.=p
mariage	mariage	NOMcom	NOMB.=s|GENRE=m
entre	entre	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
&	et	CONcoo	MORPH=empty
Bradamãte	Bradamante	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
aimoit	aimer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
mutuelle	mutuel	ADJqua	NOMB.=s|GENRE=f
affection	affection	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=x
enſemble	ensemble	ADVgen	MORPH=empty
rembarquez	rembarquer	VERppe	NOMB.=p|GENRE=x
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
abordez	aborder	VERppe	NOMB.=p|GENRE=x
en	en	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
acheminent	acheminer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Cour	cour	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
où	où	PROrel	NOMB.=s|GENRE=f
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=n
trouuent	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
Ambaſſadeurs	ambassadeur	NOMpro	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Cõſtantin	Constantin	NOMpro	NOMB.=s|GENRE=m
Empereur	empereur	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Grece	Grèce	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
enuoyez	envoyer	VERppe	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
negotier	négocier	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
mariage	mariage	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
entre	entre	PRE	MORPH=empty
Leon	Léon	NOMpro	NOMB.=s|GENRE=m
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
ſils	fils	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
Bradamãte	Bradamante	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	PROrel	NOMB.=s|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mere	mère	NOMcom	NOMB.=s|GENRE=f
deſiroyent	désirer	VERcjg	MODE=ind|TEMPS=imp|PERS.=3|NOMB.=p
auoir	avoir	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
gendre	gendre	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
ne	ne	ADVneg	MORPH=empty
veulent	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVneg	MORPH=empty
ouir	ouïr	VERinf	MORPH=empty
parler	parler	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
Roger	Roger	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſimple	simple	ADJqua	NOMB.=s|GENRE=m
cheualier	chevalier	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
quoy	quoi	PROrel	NOMB.=s|GENRE=n
demesurément	démesurément	ADVgen	MORPH=empty
&	et	CONcoo	MORPH=empty
faire	faire	VERinf	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
beaux	beau	ADJqua	NOMB.=p|GENRE=m
faits	fait	NOMcom	NOMB.=p|GENRE=m
d’	de	PRE	MORPH=empty
armes	arme	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
entendant	entendre	VERppa	NOMB.=s|GENRE=m
qu’	que	CONsub	MORPH=empty
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vouloit	vouloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
faire	faire	VERinf	MORPH=empty
mourir	mourir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
eſmeu	émouvoir	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
pitié	pitié	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
delibere	délibérer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ſauuer	sauver	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
ceſte	ce	DETdem	NOMB.=s|GENRE=f
fin	fin	NOMcom	NOMB.=s|GENRE=f
ſ'	il	PROper	NOMB.=s|GENRE=m
eſtant	être	VERppa	NOMB.=s|GENRE=m
faict	faire	VERppe	NOMB.=s|GENRE=m
ſecrettement	secrètement	ADVgen	MORPH=empty
introduire	introduire	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
nuit	nuit	NOMcom	NOMB.=s|GENRE=f
és	es	PRE	MORPH=empty
priſons	prison	NOMcom	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en	PROadv	MORPH=empty
retire	retirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
&	et	CONcoo	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
meine	mener	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
ſon	son	DETpos	NOMB.=s|GENRE=m
logis	logis	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
incontinent	incontinent	ADVgen	MORPH=empty
apres	après	PRE	MORPH=empty
,	,	PONfbl	MORPH=empty
ayant	avoir	VERppa	NOMB.=s|GENRE=m
entendu	entendre	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
eſté	être	VERppe	NOMB.=s|GENRE=n
publié	publier	VERppe	NOMB.=s|GENRE=n
par	par	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
terres	terre	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
empire	empire	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
Occidẽt	Occident	NOMpro	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
quiconque	quiconque	PROind	NOMB.=s|GENRE=x
voudroit	vouloir	VERcjg	MODE=con|PERS.=3|NOMB.=s
eſpouſer	épouser	VERinf	MORPH=empty
Bradamante	Bradamante	NOMpro	NOMB.=s|GENRE=f
deuoit	devoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
conquerir	conquérir	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
forces	force	NOMcom	NOMB.=p|GENRE=f
d’	de	PRE	MORPH=empty
armes	arme	NOMcom	NOMB.=p|GENRE=f
combatant	combattre	VERppa	NOMB.=s|GENRE=x
auec	avec	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
pair	pair	NOMcom	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
pair	pair	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
aduiſa	aviser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
mettre	mettre	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
ieu	jeu	NOMcom	NOMB.=s|GENRE=m
ſon	son	DETpos	NOMB.=s|GENRE=m
cheualier	chevalier	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
faict	fait	NOMcom	NOMB.=s|GENRE=m
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ſupplia	supplier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
vouloir	vouloir	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
&	et	CONcoo	MORPH=empty
ſous	sous	PRE	MORPH=empty
ſes	son	DETdem	PERS.=3|NOMB.=p|GENRE=f
armes	arme	NOMcom	NOMB.=p|GENRE=f
entrer	entrer	VERinf	MORPH=empty
contre	contre	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
en	en	PRE	MORPH=empty
combat	combat	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
aſſeurant	assurer	VERppa	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
vaincre	vaincre	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
qu’	que	PROrel	NOMB.=s|GENRE=n
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oſa	oser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
refuſer	refuser	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
fraiſches	frais	ADJqua	NOMB.=p|GENRE=f
obligations	obligation	NOMcom	NOMB.=p|GENRE=f
qu’	que	PROrel	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſur	sur	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Sur	sur	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
fiance	fiance	NOMcom	NOMB.=s|GENRE=f
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
s’	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
acheminent	acheminer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f
où	où	PROrel	NOMB.=s|GENRE=f
Leon	Léon	NOMpro	NOMB.=s|GENRE=m
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
preſente	présenter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
Charlemagne	Charlemagne	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trouuer	trouver	VERinf	MORPH=empty
Bradamante	Bradamante	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
pour	pour	PRE	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
deueloper	développer	VERinf	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
importunes	importun	ADJqua	NOMB.=p|GENRE=f
pourſuittes	poursuite	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
Ambaſſadeurs	ambassadeur	NOMpro	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Leon	Léon	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſ'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
auparauant	auparavant	ADVgen	MORPH=empty
aduiſee	aviser	VERppe	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
impetrer	impétrer	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
Empereur	empereur	NOMpro	NOMB.=s|GENRE=m
ceſte	ce	DETdem	NOMB.=s|GENRE=f
declaration	déclaration	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
preſumant	présumer	VERppa	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
Leon	Léon	NOMpro	NOMB.=s|GENRE=m
ny	ni	CONcoo	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=m
ſeigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Chreſtiẽ	chrétien	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
