form	lemma	POS	morph
&	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
porte	porte	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ayme	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſi	si	ADVgen	MORPH=empty
fort	fort	ADVgen	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
priſon	prison	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
défend	défendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
raiſon	raison	NOMcom	NOMB.=s|GENRE=f
De	de	PRE	MORPH=empty
iamais	jamais	ADVgen	MORPH=empty
en	en	PROadv	MORPH=empty
ouurir	ouvrir	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
porte	porte	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
C’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
pouuez	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
voir	voir	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
ſi	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
deſirez	désirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
ſçauoir	savoir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Comme	comme	CONsub	MORPH=empty
hors	hors	PRE	MORPH=empty
de	de	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
domicile	domicile	NOMcom	NOMB.=s|GENRE=m
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
vit	vivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eternellement	éternellement	ADVgen	MORPH=empty
A	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
gloire	gloire	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
dans	dans	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
tourment	tourment	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Apprenez	apprendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
THEOPHILE	Théophile	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ce	ce	DETdem	NOMB.=s|GENRE=m
diſcours	discours	NOMcom	NOMB.=s|GENRE=m
qu’	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tracé	tracer	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
docte	docte	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſi	si	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
agencé	agencer	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Montre	montrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ſçait	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
eſſence	essence	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
gloire	gloire	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
eternité	éternité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
cét	ce	DETdem	NOMB.=s|GENRE=m
adueu	aveu	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
verité	vérité	NOMcom	NOMB.=s|GENRE=f
Fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
enrager	enrager	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mediſance	médisance	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
MONSIEVR	monsieur	NOMcom	NOMB.=s|GENRE=m
THEOPHILE	Théophile	NOMpro	NOMB.=s|GENRE=m
DE	de	NOMpro	MORPH=empty
VIAV	Viau	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
ESprits	esprit	NOMcom	NOMB.=p|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
feu	feu	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſçauans	savoir	VERppa	NOMB.=p|GENRE=m
Genies	génie	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
charmez	charmer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
harmonies	harmonie	NOMcom	NOMB.=p|GENRE=f
Tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
écouter	écouter	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
pouuez	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
faire	faire	VERinf	MORPH=empty
reſoudre	résoudre	VERinf	MORPH=empty
L’	le	DETdef	NOMB.=s|GENRE=f
ire	ire	NOMcom	NOMB.=s|GENRE=f
meſme	même	ADJind	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Iupiter	Jupiter	NOMpro	NOMB.=s|GENRE=m
A	à	PRE	MORPH=empty
n’	ne	ADVneg	MORPH=empty
vſer	user	VERinf	MORPH=empty
iamais	jamais	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
foudre	foudre	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Poëtes	poète	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=r
enchantez	enchanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
doux	doux	ADJqua	NOMB.=p|GENRE=m
airs	air	NOMcom	NOMB.=p|GENRE=m
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
chantez	chanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
Quand	quand	CONsub	MORPH=empty
Amour	amour	NOMcom	NOMB.=s|GENRE=m
en	en	PROadv	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f
paroles	parole	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
viuez	vivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
que	que	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
plaiſirs	plaisir	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
n’	ne	ADVneg	MORPH=empty
adorez	adorer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
Idoles	idole	NOMpro	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
agreables	agréable	ADJqua	NOMB.=p|GENRE=m
deſirs	désir	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
qui	qui	PROrel	MORPH=empty
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
façon	façon	NOMcom	NOMB.=s|GENRE=f
hardie	hardi	ADJqua	NOMB.=s|GENRE=f
Faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
marcher	marcher	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
tragedie	tragédie	NOMcom	NOMB.=s|GENRE=f
En	en	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
ponpeuſe	pompeux	ADJqua	NOMB.=s|GENRE=f
grauité	gravité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
los	los	NOMcom	NOMB.=s|GENRE=m
tout	tout	ADVgen	NOMB.=s|GENRE=m
magnifique	magnifique	ADJqua	NOMB.=s|GENRE=m
Conſacrez	consacrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
eternité	éternité	NOMcom	NOMB.=s|GENRE=f
La	le	DETdef	NOMB.=s|GENRE=f
grandeur	grandeur	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
acte	acte	NOMcom	NOMB.=s|GENRE=m
heroïque	héroïque	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Peintres	peintre	NOMcom	NOMB.=p|GENRE=m
dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
les	le	DETdef	NOMB.=p|GENRE=m
pinceaux	pinceau	NOMcom	NOMB.=p|GENRE=m
parlans	parler	VERppe	NOMB.=p|GENRE=m
Auecques	avec	PRE	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
traicts	trait	NOMcom	NOMB.=p|GENRE=m
excellens	excellent	ADJqua	NOMB.=p|GENRE=m
Tirent	tirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
choſes	chose	NOMcom	NOMB.=p|GENRE=f
inuiſibles	invisible	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
bruict	bruit	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
penſers	penser	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
accords	accord	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
vents	vent	NOMcom	NOMB.=p|GENRE=m
courroucez	courroucer	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
paiſibles	paisible	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Ame	âme	NOMpro	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
trauers	travers	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
qui	qui	PROrel	MORPH=empty
dedans	dedans	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
ſolitude	solitude	NOMcom	NOMB.=s|GENRE=f
D’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
bois	bois	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
antre	antre	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
eſtude	étude	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Imaginez	imaginer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
beaux	beau	ADJqua	NOMB.=p|GENRE=m
eſcrits	écrit	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Lors	lors	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
ſaincte	saint	ADJqua	NOMB.=s|GENRE=f
Poëſie	poésie	NOMpro	NOMB.=s|GENRE=f
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
anime	animer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
rend	rendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
épris	éprendre	VERppe	NOMB.=s|GENRE=m
De	de	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
douce	doux	ADJqua	NOMB.=s|GENRE=f
freneſie	frénésie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Venez	venir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
rendre	rendre	VERinf	MORPH=empty
hommage	hommage	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
A	à	PRE	MORPH=empty
cét	ce	DETdem	NOMB.=s|GENRE=m
eſprit	esprit	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m
Recognoit	reconnaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
meſme	même	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
maiſtre	maître	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Ployez	ployer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
tous	tout	PROind	NOMB.=p|GENRE=m
icy	ici	ADVgen	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
genoux	genou	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
deuez	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
bien	bien	ADVgen	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
recognoiſtre	reconnaître	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
faict	faire	VERppe	NOMB.=s|GENRE=m
deuant	devant	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
.	.	PONfrt	MORPH=empty
Tirez	tirer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
à	à	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
coup	coup	NOMcom	NOMB.=s|GENRE=m
des	un	DETndf	NOMB.=p|GENRE=f
merueilles	merveille	NOMcom	NOMB.=p|GENRE=f
De	de	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
laborieuſes	laborieux	ADJqua	NOMB.=p|GENRE=f
veilles	veille	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Pour	pour	PRE	MORPH=empty
honorer	honorer	VERinf	MORPH=empty
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
iuſte	juste	ADJqua	NOMB.=s|GENRE=m
los	los	NOMcom	NOMB.=p|GENRE=m
Ce	ce	DETdem	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
diuin	divin	ADJqua	NOMB.=s|GENRE=m
Oracle	oracle	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
vont	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=f
plus	plus	ADVgen	MORPH=empty
hautes	haut	ADJqua	NOMB.=p|GENRE=f
penſees	pensée	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Demander	demander	VERinf	MORPH=empty
audiance	audience	NOMcom	NOMB.=s|GENRE=f
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
Dieux	dieu	NOMpro	NOMB.=p|GENRE=m
Pour	pour	PRE	MORPH=empty
en	en	PROadv	MORPH=empty
eſtre	être	VERinf	MORPH=empty
recompenſees	récompenser	VERppe	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Ciel	ciel	NOMpro	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-t’	t	OUT	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
doüé	douer	VERppe	NOMB.=s|GENRE=m
D’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
eſprit	esprit	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
aduoüé	avouer	VERppe	NOMB.=s|GENRE=m
Du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
iugement	jugement	NOMcom	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
ſeuere	sévère	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
I’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ecrirois	écrire	VERcjg	MODE=con|PERS.=1|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f
perfections	perfection	NOMcom	NOMB.=p|GENRE=f
De	de	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
Autheur	auteur	NOMpro	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
reuere	révérer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
Sans	sans	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ſeruir	servir	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
fictions	fiction	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Muſe	muse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
aurois	avoir	VERcjg	MODE=con|PERS.=2|NOMB.=s
-tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=f|CAS=n
bien	bien	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
courage	courage	NOMcom	NOMB.=s|GENRE=m
D’	de	PRE	MORPH=empty
entreprendre	entreprendre	VERinf	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
ſi	si	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
ouurage	ouvrage	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Sonde	sonder	VERcjg	MODE=imp|PERS.=2|NOMB.=s
ta	ton	DETpos	PERS.=2|NOMB.=s|GENRE=f
force	force	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
éprouue	éprouver	VERcjg	MODE=imp|PERS.=2|NOMB.=s
toy	tu	PROper	PERS.=2|NOMB.=s|GENRE=f|CAS=i
,	,	PONfbl	MORPH=empty
Où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
l’	le	DETdef	NOMB.=s|GENRE=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
diroit	dire	VERcjg	MODE=con|PERS.=3|NOMB.=s
voyant	voir	VERppa	NOMB.=x|GENRE=x
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
ſtile	style	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Que	que	CONsub	MORPH=empty
pour	pour	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
parler	parler	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
parlerois	parler	VERcjg	MODE=con|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
THEOPHILE	Théophile	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Arrestons	arrêter	VERcjg	MODE=imp|PERS.=1|NOMB.=p
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=r
doncques	donc	CONcoo	MORPH=empty
icy	ici	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
ſoyons	être	VERcjg	MODE=imp|PERS.=1|NOMB.=p
plus	plus	ADVgen	MORPH=empty
en	en	PRE	MORPH=empty
ſoucy	souci	NOMcom	NOMB.=s|GENRE=m
Comme	comme	CONsub	MORPH=empty
i’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
accorderay	accorder	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
Lire	lyre	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
à	à	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
coup	coup	NOMcom	NOMB.=s|GENRE=m
ſans	sans	PRE	MORPH=empty
en	en	PROadv	MORPH=empty
parler	parler	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
diray	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
ce	ce	PROdem	NOMB.=s|GENRE=n
qu’	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dire	dire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
celer	celer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
MONSIEVR	monsieur	NOMcom	NOMB.=s|GENRE=m
THEOPHILE	Théophile	NOMpro	NOMB.=s|GENRE=m
DE	de	NOMpro	MORPH=empty
VIAV	Viau	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
TOy	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
qui	qui	PROrel	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
ſens	sentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
louër	louer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
reçois	recevoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
Ceſte	ce	DETdem	NOMB.=s|GENRE=f
ſeule	seule	ADJind	NOMB.=s|GENRE=f
faueur	faveur	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
apres	après	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mort	mort	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
THEOPHILE	Théophile	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
iouy	jouir	VERcjg	MODE=imp|PERS.=2|NOMB.=s
librement	librement	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
ſort	sort	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
