form	lemma	POS	morph
tel	tel	ADJind	NOMB.=s|GENRE=m
pasage	passage	NOMcom	NOMB.=s|GENRE=m
latin	latin	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Animum	@latin	OUT	MORPH=empty
autem	@latin	OUT	MORPH=empty
animam	@latin	OUT	MORPH=empty
»	»	PONpdr	MORPH=empty
etiam	@latin	OUT	MORPH=empty
fere	@latin	OUT	MORPH=empty
nostri	@latin	OUT	MORPH=empty
declarant	@latin	OUT	MORPH=empty
nominari	@latin	OUT	MORPH=empty
:	:	PONfbl	MORPH=empty
nam	@latin	OUT	MORPH=empty
et	@latin	OUT	MORPH=empty
agere	agere	OUT	MORPH=empty
»	»	PONpdr	MORPH=empty
animam	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
efflare	@latin	OUT	MORPH=empty
dicimus	@latin	OUT	MORPH=empty
:	:	PONfbl	MORPH=empty
et	@latin	OUT	MORPH=empty
animosos	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
et	@latin	OUT	MORPH=empty
bene	@latin	OUT	MORPH=empty
»	»	PONpdr	MORPH=empty
animatos	@latin	OUT	MORPH=empty
:	:	PONfbl	MORPH=empty
et	@latin	OUT	MORPH=empty
ex	@latin	OUT	MORPH=empty
animi	@latin	OUT	MORPH=empty
sententia	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Ipse	@latin	OUT	MORPH=empty
autem	@latin	OUT	MORPH=empty
animus	@latin	OUT	MORPH=empty
»	»	PONpdr	MORPH=empty
ab	@latin	OUT	MORPH=empty
anima	@latin	OUT	MORPH=empty
dictus	@latin	OUT	MORPH=empty
est	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Traduisant	traduire	VERppa	NOMB.=s|GENRE=x
cest	ce	PROper	NOMB.=s|GENRE=m
oeuure	œuvre	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Ciceron	Cicéron	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
i’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
parlé	parler	VERppe	NOMB.=s|GENRE=x
comme	comme	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
s’	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
ensuyt	ensuivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
«	«	PONfrt	MORPH=empty
Quant	quant	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
difference	différence	NOMcom	NOMB.=s|GENRE=f
(	(	PONpga	MORPH=empty
dy	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
)	)	PONpdr	MORPH=empty
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=f
dictions	diction	NOMcom	NOMB.=p|GENRE=f
animus	@latin	OUT	MORPH=empty
et	et	CONcoo	MORPH=empty
anima	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
s'	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=r
y	y	PROadv	MORPH=empty
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
arrester	arrêter	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
facons	façon	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
Latines	latin	NOMpro	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
deduictes	déduire	VERppe	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
deux	deux	ADJcar	NOMB.=p|GENRE=m
mots	mot	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=r
donnent	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
à	à	PRE	MORPH=empty
entendre	entendre	VERinf	MORPH=empty
qu’	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
signifient	signifier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
presque	presque	ADVgen	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
mesme	même	ADJind	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
certain	certain	ADJqua	NOMB.=s|GENRE=n
que	que	CONsub	MORPH=empty
animus	@latin	OUT	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dict	dire	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
anima	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
anima	@latin	OUT	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l’	le	DETdef	NOMB.=s|GENRE=m
organe	organe	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
animus	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
si	si	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
voulois	vouloir	VERcjg	MODE=con|PERS.=2|NOMB.=s
dire	dire	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
instrumens	instrument	NOMcom	NOMB.=p|GENRE=m
vitaulx	vital	ADJqua	NOMB.=p|GENRE=m
estre	être	VERinf	MORPH=empty
origine	origine	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
icelluy	icelui	DETDem	NOMB.=s|GENRE=m
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
estre	être	VERinf	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
effect	effet	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ladicte	ledit	DETcom	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
vitale	vital	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Dy	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
toy	tu	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=x
entends	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
Latin	latin	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
estoit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s
il	il	PROper	PERS.=0|NOMB.=s|GENRE=n|CAS=n
possible	possible	ADJqua	NOMB.=s|GENRE=n
de	de	PRE	MORPH=empty
bien	bien	ADVgen	MORPH=empty
traduire	traduire	VERinf	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
passage	passage	NOMcom	NOMB.=s|GENRE=m
sans	sans	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
grande	grand	ADJqua	NOMB.=s|GENRE=f
intelligence	intelligence	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Ciceron	Cicéron	NOMpro	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Or	or	CONcoo	MORPH=empty
saiche	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=s
donques	donc	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERimp	MODE=ind|TEMPS=pst|PERS.=0|NOMB.=s
besoing	besoin	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
necessaire	nécessaire	ADJqua	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
traducteur	traducteur	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
entendre	entendre	VERinf	MORPH=empty
parfaictement	parfaitement	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sens	sens	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
tourne	tourner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
autre	autre	PROind	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
sans	sans	PRE	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
traduire	traduire	VERinf	MORPH=empty
seurement	sûrement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
fidelement	fidèlement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
seconde	second	ADJord	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
requise	requérir	VERppe	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
traduction	traduction	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
traducteur	traducteur	NOMcom	NOMB.=s|GENRE=m
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
parfaicte	parfait	ADJqua	NOMB.=s|GENRE=f
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
qu’	que	PROrel	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
traduict	traduire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
pareillement	pareillement	ADVgen	MORPH=empty
excellent	excellent	ADJqua	MORPH=empty
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
se	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mect	mettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
traduire	traduire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
violera	violer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
n’	ne	ADVneg	MORPH=empty
amoindrira	amoindrir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
maiesté	majesté	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
vne	un	PROind	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
autre	autre	ADJind	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Cuydes	cuider	VERcjg	MODE=imp|PERS.=2|NOMB.=s
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
que	que	CONsub	MORPH=empty
si	si	CONsub	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
n’	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
la	le	PROper	PERS.=3|NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
Latine	latin	NOMpro	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
Francoyse	français	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
puisse	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
traduire	traduire	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
Francoys	français	NOMpro	NOMB.=s|GENRE=m
quelque	quelque	DETind	NOMB.=s|GENRE=f
oraison	oraison	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Ciceron	Cicéron	NOMpro	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Entends	entendre	VERcjg	MODE=imp|PERS.=2|NOMB.=s
que	que	CONsub	MORPH=empty
chascune	chacun	ADJqua	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
proprietés	propriété	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
translations	translation	NOMcom	NOMB.=p|GENRE=f
en	en	PRE	MORPH=empty
dictions	diction	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
locutions	locution	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
subtilités	subtilité	NOMcom	NOMB.=p|GENRE=f
et	et	PRE	MORPH=empty
vehemences	véhémence	NOMcom	NOMB.=p|GENRE=f
à	à	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
particulieres	particulier	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=f
quelles	quel	PROrel	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
traducteur	traducteur	NOMcom	NOMB.=s|GENRE=m
ignore	ignorer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faict	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tort	tort	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
qu'	que	PROrel	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
traduict	traduire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
aussy	aussi	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
quelle	quel	PROrel	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tourne	tourner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
represente	représenter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
n’	ne	ADVneg	MORPH=empty
exprime	exprimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
dignité	dignité	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
richesse	richesse	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=f
deux	deux	ADJcar	NOMB.=p|GENRE=f
langues	langue	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
quelles	quel	PROrel	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
prend	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
maniement	maniement	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
tiers	tiers	ADJord	NOMB.=s|GENRE=m
poinct	point	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu’	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
traduisant	traduire	VERppa	NOMB.=s|GENRE=n
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
se	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=r
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
asseruir	asservir	VERinf	MORPH=empty
iusques	jusque	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
la	là	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
l’	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
on	on	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
rende	rendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
mot	mot	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
mot	mot	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
aucun	aucun	PROind	NOMB.=s|GENRE=m
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
faict	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
procede	procéder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
pauureté	pauvreté	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
deffault	défaut	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
esprit	esprit	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
,	,	PONfbl	MORPH=empty
s’	si	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f
qualitez	qualité	NOMcom	NOMB.=p|GENRE=f
dessusdictes	dessus-dit	DETcom	NOMB.=p|GENRE=f
(	(	PONpga	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
quelles	quel	PROrel	NOMB.=p|GENRE=f
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
besoing	besoin	NOMcom	NOMB.=s|GENRE=m
estre	être	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
traducteur	traducteur	NOMcom	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
esgard	égard	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
mots	mot	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
arrestera	arrêter	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
sentences	sentence	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
faira	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
sorte	sorte	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
intention	intention	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
exprimée	exprimer	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
gardant	garder	VERppa	NOMB.=s|GENRE=f
curieusement	curieusement	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
proprieté	propriété	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
vne	un	ADJind	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
aultre	autre	ADJind	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
superstition	superstition	NOMcom	NOMB.=s|GENRE=f
trop	trop	ADVgen	MORPH=empty
grande	grand	ADJqua	NOMB.=s|GENRE=f
(	(	PONpga	MORPH=empty
diray	dire	VERcjg	MODE=con|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
besterie	bêterie	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
ignorance	ignorance	NOMcom	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
)	)	PONpdr	MORPH=empty
de	de	PRE	MORPH=empty
commencer	commencer	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
traduction	traduction	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
commencement	commencement	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
clausule	clausule	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
,	,	PONfbl	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
mots	mot	NOMcom	NOMB.=p|GENRE=m
peruerti	pervertir	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
exprimes	exprimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
l’	le	DETdef	NOMB.=s|GENRE=f
intention	intention	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
celuy	celui	PROdem	NOMB.=s|GENRE=m
que	que	PROrel	NOMB.=s|GENRE=m
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
traduis	traduire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
,	,	PONfbl	MORPH=empty
aucun	aucun	PROind	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
t’	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
en	en	PROadv	MORPH=empty
peult	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
reprendre	reprendre	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
veulx	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
taire	taire	VERinf	MORPH=empty
icy	ici	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
follie	folie	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
