form	lemma	POS	morph
en	en	PROadv	MORPH=empty
voyez	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
aucuns	aucun	PROind	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
quoy	quoi	PROrel	NOMB.=s|GENRE=n
qu'	que	PROrel	NOMB.=s|GENRE=n
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
soient	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
canes	cane	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
boi	boire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-	-	PONfbl	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
eau	eau	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
abstemy	abstemy	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
dès	dès	PRE	MORPH=empty
qu’	que	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
se	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
trouvent	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
abattus	abattu	VERppe	NOMB.=p|GENRE=m
n’	ne	ADVneg	MORPH=empty
oseroient	oser	VERcjg	MODE=con|PERS.=3|NOMB.=p
taster	tâter	VERinf	MORPH=empty
d’	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
goutte	goutte	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
vin	vin	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
D'	de	PRE	MORPH=empty
autres	autre	PROind	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
fort	fort	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
fievre	fièvre	NOMcom	NOMB.=s|GENRE=f
ardente	ardent	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
se	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mis	mettre	VERppe	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
humer	humer	VERinf	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
piot	piot	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
encores	encore	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
auparavant	auparavant	ADVgen	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
en	en	PROadv	MORPH=empty
eussent	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
une	un	DETndf	NOMB.=s|GENRE=f
fort	fort	ADVgen	MORPH=empty
estroite	étroit	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
scrupuleuse	scrupuleux	ADJqua	NOMB.=s|GENRE=f
abstinence	abstinence	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
en	en	PROadv	MORPH=empty
rapporte	rapporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
voisin	voisin	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Madelaine	Madelaine	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
vin	vin	NOMcom	NOMB.=s|GENRE=m
proffite	profiter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
uns	un	PROind	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
nuise	nuire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
autres	autre	PROind	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
se	il	PROimp	PERS.=0|NOMB.=p|GENRE=n|CAS=r
pourra	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
faire	faire	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
le	il	DETdef	NOMB.=s|GENRE=m
dormir	dormir	NOMcom	NOMB.=s|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
aura	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
esté	être	VERppe	NOMB.=s|GENRE=m
contraire	contraire	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
encores	encore	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
sain	sain	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
necessaire	nécessaire	ADJqua	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
plusieurs	plusieurs	PROind	NOMB.=p|GENRE=x
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
vouliez	vouloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
croire	croire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
conselleroye	conseiller	VERcjg	MODE=con|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
servir	servir	VERinf	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
moyens	moyen	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m
furent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
gardez	garder	VERcjg	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
guerison	guérison	NOMcom	NOMB.=s|GENRE=f
pantagruelique	pantagruélique	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
adventure	aventure	NOMcom	NOMB.=s|GENRE=f
pourroit	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
y	y	PROadv	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
dans	dans	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
quelque	quelque	DETind	NOMB.=s|GENRE=f
humeur	humeur	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
causeroit	causer	VERcjg	MODE=con|PERS.=3|NOMB.=s
cette	ce	DETdem	NOMB.=s|GENRE=f
sangreneuse	sangreneux	ADJqua	NOMB.=s|GENRE=f
indigestion	indigestion	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	NOMB.=s|GENRE=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tenir	tenir	VERinf	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
langage	langage	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
que	que	PROrel	NOMB.=s|GENRE=n
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
trouve	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
medecins	médecin	NOMcom	NOMB.=p|GENRE=m
tiennent	tenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
dormir	dormir	NOMcom	NOMB.=s|GENRE=m
sert	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
grandement	grandement	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
concoction	concoction	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
viandes	viande	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
se	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
fondent	fonder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sur	sur	PRE	MORPH=empty
deux	deux	DETcar	NOMB.=p|GENRE=f
principales	principal	ADJqua	NOMB.=p|GENRE=f
raisons	raison	NOMcom	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
première	première	PROord	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
composition	composition	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
durant	durer	PRE	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dort	dormir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toute	tout	DETind	NOMB.=s|GENRE=f
telle	tel	ADJind	NOMB.=s|GENRE=f
qu’	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
hyver	hiver	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
On	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
sait	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu’	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
hyver	hiver	NOMcom	NOMB.=s|GENRE=m
toutes	tout	DETind	NOMB.=p|GENRE=f
nos	notre	ADJpos	PERS.=1|NOMB.=p|GENRE=f
parties	partie	NOMcom	NOMB.=p|GENRE=f
interieures	intérieur	ADJqua	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
milieu	milieu	NOMcom	NOMB.=s|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
plus	plus	ADVgen	MORPH=empty
chaudes	chaud	ADJqua	NOMB.=p|GENRE=f
qu’	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
esté	été	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ad	@latin	OUT	MORPH=empty
centrum	@latin	OUT	MORPH=empty
calor	@latin	OUT	MORPH=empty
frigore	@latin	OUT	MORPH=empty
ambiente	@latin	OUT	MORPH=empty
prostigatur	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
mesmes	même	PROind	NOMB.=s|GENRE=n
,	,	PONfbl	MORPH=empty
lorsque	lorsque	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
sommeillons	sommeiller	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
se	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
retire	retirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
dedans	dedans	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
consequent	conséquent	NOMcom	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
chaleur	chaleur	NOMcom	NOMB.=s|GENRE=f
naturelle	naturel	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
alors	alors	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
cuisson	cuisson	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
digestion	digestion	NOMcom	NOMB.=s|GENRE=f
se	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mieux	mieux	ADVgen	MORPH=empty
en	en	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
cuisine	cuisine	NOMcom	NOMB.=s|GENRE=f
stomachale	stomacal	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
seconde	second	PROord	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dependante	dépendre	VERppa	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
premiere	premier	PROord	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
prise	prendre	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
effets	effet	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
événemens	événement	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
attendu	attendre	VERppe	NOMB.=s|GENRE=n
que	que	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
voyons	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
sentons	sentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
et	et	CONcoo	MORPH=empty
appercevons	apercevoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
que	que	CONsub	MORPH=empty
Non	non	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
non	non	ADVneg	MORPH=empty
(	(	PONpga	MORPH=empty
adjoute	ajouter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
sʳ	sʳ	NOMcom	NOMB.=s|GENRE=m
l'	le	DETdef	NOMB.=s|GENRE=m
Esveillé	éveillé	NOMpro	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
paye	payer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=f
raisons	raison	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
puis	puis	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
voy	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
sur	sur	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
apres	après	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
disnee	dînée	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
grande	grand	ADJqua	NOMB.=s|GENRE=f
chaleur	chaleur	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Si	si	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
chaleur	chaleur	NOMcom	NOMB.=s|GENRE=f
naturelle	naturel	ADJqua	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
auroit	avoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
faire	faire	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
se	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
resserrer	resserrer	VERinf	MORPH=empty
si	si	ADVgen	MORPH=empty
fort	fort	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
criez	crier	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
chaleur	chaleur	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
air	air	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=f
entoure	entourer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=f
enfermeroit	enfermer	VERcjg	MODE=con|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
froid	froid	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m
y	y	PROadv	MORPH=empty
auroit	avoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
esté	être	VERppe	NOMB.=s|GENRE=m
attiré	attirer	VERppe	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
exhalaisons	exhalaison	NOMcom	NOMB.=p|GENRE=f
dormitoires	dormitoire	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
pourroie	pouvoir	VERcjg	MODE=con|PERS.=1|NOMB.=s
enfoncer	enfoncer	VERinf	MORPH=empty
davantage	davantage	ADVgen	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
discours	discours	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
craingnoie	craindre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
d’	de	PRE	MORPH=empty
ennuyer	ennuyer	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
compagnie	compagnie	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
prolixité	prolixité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
peu	peu	NOMcom	NOMB.=s|GENRE=m
aller	aller	VERinf	MORPH=empty
veoir	voir	VERinf	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
gras	gras	ADJqua	NOMB.=p|GENRE=m
dormeurs	dormeur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
lesquels	lequel	PROrel	NOMB.=p|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
prisez	priser	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
graisse	graisse	NOMcom	NOMB.=s|GENRE=f
qu'	que	PROrel	NOMB.=s|GENRE=f
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
s'	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
acceuillent	accueillir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en	PRE	MORPH=empty
dormant	dormir	VERppa	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
prenez	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
là	là	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
quitte	quitter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
lairray	laisser	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
abonder	abonder	VERinf	MORPH=empty
ès	en_le	PRE.DETdef	NOMB.=p|GENRE=f
conceptions	conception	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
porchesque	porchesque	ADJqua	NOMB.=s|GENRE=f
sensualité	sensualité	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Tant	tant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
épicuriez	épicurer	VERcjg	MODE=con|PERS.=2|NOMB.=p
et	et	CONcoo	MORPH=empty
teniez	tenir	VERcjg	MODE=con|PERS.=2|NOMB.=p
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
vit	vivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sinon	sinon	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
gras	gras	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
user	user	VERinf	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
transformations	transformation	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
Circé	Circé	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
charmeur	charmeur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
pas	pas	ADVneg	MORPH=empty
voüez	vouer	VERppe	NOMB.=p|GENRE=x
à	à	PRE	MORPH=empty
larder	larder	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
pourceaux	pourceau	NOMcom	NOMB.=p|GENRE=m
Telle	tel	DETind	NOMB.=s|GENRE=f
leçon	leçon	NOMcom	NOMB.=s|GENRE=f
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
preschee	prêcher	VERppe	NOMB.=s|GENRE=f
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
anthropophages	anthropophage	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
cognoissez	connaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m
principal	principal	ADJqua	NOMB.=s|GENRE=m
voisin	voisin	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Marmoustier	Marmoustier	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prisez	prise	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
davantage	davantage	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
graisse	graisse	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=m
doré	dorer	VERppe	NOMB.=s|GENRE=m
Pindare	Pindare	NOMpro	NOMB.=s|GENRE=m
François	François	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
duquel	de_lequel	PRE.PROrel	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
propos	propos	NOMcom	NOMB.=s|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
souviens	souvenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Pasquier	Pasquier	NOMpro	NOMB.=s|GENRE=x
