form	lemma	POS	morph
admiration	admiration	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
l’	le	DETdef	NOMB.=s|GENRE=m
Vniuers	univers	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
ſert	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maintenant	maintenant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
retraite	retraite	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
celebre	célèbre	ADJqua	NOMB.=s|GENRE=m
Magicien	magicien	NOMpro	NOMB.=s|GENRE=m
Argan	Argant	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
fonds	fond	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Theatre	théâtre	NOMpro	NOMB.=s|GENRE=m
parut	paraître	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vn	un	DETndf	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
rocher	rocher	NOMcom	NOMB.=s|GENRE=m
eſleué	élever	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
bas	bas	NOMcom	NOMB.=s|GENRE=m
duquel	de_lequel	PRE.PROrel	NOMB.=s|GENRE=m
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
grotte	grotte	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Fontaine	fontaine	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Vaucluſe	Vaucluse	NOMpro	NOMB.=s|GENRE=x
artistement	artistement	ADVgen	MORPH=empty
repreſentée	représenter	VERppe	NOMB.=s|GENRE=f
apres	après	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
incomparable	incomparable	ADJqua	NOMB.=s|GENRE=m
Original	original	NOMpro	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
nature	nature	NOMcom	NOMB.=s|GENRE=f
en	en	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
dans	dans	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
rochers	rocher	NOMcom	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
petites	petit	ADJqua	NOMB.=p|GENRE=f
grottes	grotte	NOMcom	NOMB.=p|GENRE=f
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
quantité	quantité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
lumieres	lumière	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
ſans	sans	PRE	MORPH=empty
eſtre	être	VERinf	MORPH=empty
veuës	voir	VERppe	NOMB.=p|GENRE=f
faiſoient	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
diſtinctement	distinctement	ADVgen	MORPH=empty
voir	voir	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
heurts	heurt	NOMcom	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
ſalies	saillie	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
ruiſſeaux	ruisseau	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
en	en	PROadv	MORPH=empty
ſortoient	sortir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
repreſentoient	représenter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
ſi	si	ADVgen	MORPH=empty
naïfuement	naïvement	ADVgen	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
Element	élément	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
bien	bien	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
figuré	figurer	VERppe	NOMB.=s|GENRE=m
qu’	que	ADVgen	MORPH=empty
auec	avec	PRE	MORPH=empty
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
or	or	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
argent	argent	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
eſclat	éclat	NOMcom	NOMB.=s|GENRE=m
trompoit	tromper	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
yeux	œil	NOMcom	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
ſpectateurs	spectateur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
faiſoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
paroiſtre	paraître	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
ondes	onde	NOMcom	NOMB.=p|GENRE=f
ſi	si	ADVgen	MORPH=empty
claires	clair	ADJqua	NOMB.=p|GENRE=f
&	et	CONcoo	MORPH=empty
ſi	si	ADVgen	MORPH=empty
naturelles	naturel	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
douterent	douter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
longuement	longuement	ADVgen	MORPH=empty
ſi	si	CONsub	MORPH=empty
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
eſtoient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
veritables	véritable	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
C’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
enfin	enfin	ADVgen	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
dire	dire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ouurage	ouvrage	NOMcom	NOMB.=s|GENRE=m
merueilleux	merveilleux	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
excellent	excellent	ADJqua	NOMB.=s|GENRE=m
Peintre	peintre	NOMpro	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
incomparable	incomparable	ADJqua	NOMB.=s|GENRE=m
Architecte	architecte	NOMpro	NOMB.=s|GENRE=m
Monſieur	monsieur	NOMpro	NOMB.=s|GENRE=m
Dominique	Dominique	NOMpro	NOMB.=s|GENRE=m
Bourbon	Bourbon	NOMpro	NOMB.=s|GENRE=x
de	de	PRE	MORPH=empty
Boulogne	Boulogne	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
le	le	DETdef	NOMB.=s|GENRE=m
merite	mérite	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eſtre	être	VERinf	MORPH=empty
aſſez	assez	ADVgen	MORPH=empty
dignement	dignement	ADVgen	MORPH=empty
loüé	louer	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
recompenſée	récompenser	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
OECONOMIE	économie	NOMcom	NOMB.=s|GENRE=f
DV	de_le	PRE.DETdef	NOMB.=s|GENRE=m
BALET	ballet	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
LES	le	DETdef	NOMB.=p|GENRE=m
haubois	hautbois	NOMcom	NOMB.=p|GENRE=m
ayans	avoir	VERppa	NOMB.=p|GENRE=m
ceſſé	cesser	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
violons	violon	NOMcom	NOMB.=p|GENRE=m
donnerent	donner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
commencement	commencement	NOMcom	NOMB.=p|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
Balet	ballet	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Vvlturne	Vulturne	NOMpro	NOMB.=s|GENRE=x
courrier	courrier	NOMcom	NOMB.=s|GENRE=m
major	major	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Renommé	renommé	NOMpro	NOMB.=s|GENRE=f
auec	avec	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
incroyable	incroyable	ADJqua	NOMB.=s|GENRE=f
tables	table	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
eau	eau	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Fontaine	fontaine	NOMpro	NOMB.=s|GENRE=f
en	en	PROadv	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
troublée	troubler	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
habitans	habitant	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
campagne	campagne	NOMcom	NOMB.=s|GENRE=f
ſi	si	ADVgen	MORPH=empty
émeus	émouvoir	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
parties	partie	NOMcom	NOMB.=p|GENRE=f
faites	faire	VERppe	NOMB.=p|GENRE=f
pour	pour	PRE	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
aller	aller	VERinf	MORPH=empty
diuertir	divertir	VERinf	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
iour	jour	NOMcom	NOMB.=s|GENRE=m
là	là	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Fontaine	fontaine	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
furent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
entierement	entièrement	ADVgen	MORPH=empty
rompües	rompre	VERppe	NOMB.=p|GENRE=f
dans	dans	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
aprehenſion	appréhension	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
mauuais	mauvais	ADJqua	NOMB.=s|GENRE=m
rencontre	rencontre	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
donna	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fin	fin	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
belle	beau	ADJqua	NOMB.=s|GENRE=f
iournée	journée	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
ſuite	suite	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
entrées	entrée	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
attendant	attendre	VERppa	NOMB.=x|GENRE=x
le	le	DETdef	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
Balet	ballet	NOMpro	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
laiſſant	laisser	VERppa	NOMB.=x|GENRE=x
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
aſſiſtans	assistant	NOMcom	NOMB.=p|GENRE=m
vne	un	DETndf	NOMB.=s|GENRE=f
inſtruction	instruction	NOMcom	NOMB.=s|GENRE=f
Morale	morale	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
iamais	jamais	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
vice	vice	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſubſiſter	subsister	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
preſence	présence	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Diuinité	divinité	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
impudicité	impudicité	NOMcom	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
effrontée	effronté	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
hardie	hardi	ADJqua	NOMB.=s|GENRE=f
deuient	devenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
glacée	glacer	VERppe	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
aſpect	aspect	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
veritable	véritable	ADJqua	NOMB.=s|GENRE=f
Chaſteté	chasteté	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Douze	douze	DETcar	MORPH=empty
Heros	héro	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
apellez	appeler	VERppe	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
Cheualiers	chevalier	NOMpro	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Diane	Diane	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Chaſteté	chasteté	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ſuiuant	suivre	VERppa	NOMB.=x|GENRE=x
continuellement	continuellement	ADVgen	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
traces	trace	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
belle	beau	ADJqua	NOMB.=s|GENRE=f
Chaſſereſſe	chasseur	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
fermerent	fermer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
entierement	entièrement	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Scene	scène	NOMpro	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
Balet	ballet	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
dansé	danser	VERppe	NOMB.=s|GENRE=m
auec	avec	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
grace	grâce	NOMcom	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
juſteſſe	justesse	NOMcom	NOMB.=s|GENRE=f
qu’	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
pouuoit	pouvoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
deſirer	désirer	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
entiere	entier	ADJqua	NOMB.=s|GENRE=f
ſatis-faction	satisfaction	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
MONSIEVR	monsieur	NOMcom	NOMB.=s|GENRE=m
DE	de	PRE	MORPH=empty
LONGCHAMPS	Longchamps	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
Repreſentant	représenter	NOMpro	NOMB.=x|GENRE=x
Vvlturne	Vulturne	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Sl	si	ADVgen	MORPH=empty
l’	l	DETdef	NOMB.=s|GENRE=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
voit	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſouuent	souvent	ADVgen	MORPH=empty
trotter	trotter	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
n’	ne	ADVneg	MORPH=empty
en	en	PROadv	MORPH=empty
ſuis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pas	pas	ADVneg	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
volage	volage	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ſçay	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
fort	fort	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
arreſter	arrêter	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Quand	quand	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
rencontre	rencontrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
beau	beau	ADJqua	NOMB.=s|GENRE=m
viſage	visage	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
diligence	diligence	NOMcom	NOMB.=s|GENRE=f
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
premiere	premier	ADJord	NOMB.=s|GENRE=f
entrée	entrée	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ſemant	semer	VERppa	NOMB.=x|GENRE=x
dans	dans	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
ſalle	salle	NOMcom	NOMB.=s|GENRE=f
vne	un	DETndf	NOMB.=s|GENRE=f
infinité	infinité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Liures	livre	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
comprendre	comprendre	VERinf	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
ſpectateurs	spectateur	NOMcom	NOMB.=p|GENRE=m
auec	avec	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
facilité	facilité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
ſujet	sujet	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
diſpoſition	disposition	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Balet	ballet	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Deux	deux	DETcar	MORPH=empty
Illuſtres	illustre	NOMpro	NOMB.=p|GENRE=m
Capitaines	capitaine	NOMpro	NOMB.=p|GENRE=m
Bohemiens	bohémien	NOMpro	NOMB.=p|GENRE=m
ayans	avoir	VERppa	NOMB.=p|GENRE=m
ſçeu	savoir	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
nouueau	nouveau	ADJqua	NOMB.=s|GENRE=m
Mariage	mariage	NOMpro	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Marquis	marquis	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Coque	coque	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Barone	baron	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Quincampois	Quincampoix	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
volé	voler	VERppe	NOMB.=s|GENRE=m
ſur	sur	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
minuit	minuit	NOMcom	NOMB.=s|GENRE=f
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qu’	que	PROrel	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
precieux	précieux	ADJqua	NOMB.=p|GENRE=m
dans	dans	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Chaſteau	château	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Coque	coque	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
vont	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
faire	faire	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
partage	partage	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
butin	butin	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Fontaine	fontaine	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Vaucluſe	Vaucluse	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
aſſeurez	assurer	VERppe	NOMB.=p|GENRE=m
d’	de	PRE	MORPH=empty
eſtre	être	VERinf	MORPH=empty
hors	hors	PRE	MORPH=empty
de	de	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
danger	danger	NOMcom	NOMB.=s|GENRE=m
dans	dans	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
ſolitude	solitude	NOMcom	NOMB.=s|GENRE=f
tenebreuſe	ténébreux	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=f
heures	heure	NOMcom	NOMB.=p|GENRE=f
induës	indu	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
chacun	chacun	PROind	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
eux	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vne	un	DETndf	NOMB.=s|GENRE=f
lanterne	lanterne	NOMcom	NOMB.=s|GENRE=f
ſourde	sourd	ADJqua	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
dire	dire	VERinf	MORPH=empty
auec	avec	PRE	MORPH=empty
quelle	quel	DETint	NOMB.=s|GENRE=f
ſoupleſſe	souplesse	NOMcom	NOMB.=s|GENRE=f
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
cette	ce	DETdem	NOMB.=s|GENRE=f
ſeconde	second	ADJord	NOMB.=s|GENRE=f
entrée	entrée	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſuperflus	superflu	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ſçait	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
experience	expérience	NOMcom	NOMB.=s|GENRE=f
qu’	que	CONsub	MORPH=empty
