form	lemma	POS	morph
et	et	CONcoo	MORPH=empty
francs	franc	ADJqua	NOMB.=p|GENRE=m
esperitz	esprit	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
royaume	royaume	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m
par	par	PRE	MORPH=empty
cy	ci	ADVgen	MORPH=empty
deuant	devant	PRE	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sõt	être	ADVgen	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
asopiz	assoupir	VERppe	NOMB.=p|GENRE=m
par	par	PRE	MORPH=empty
nonchaillance	nonchalance	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
endormiz	endormir	VERppe	NOMB.=p|GENRE=m
en	en	PRE	MORPH=empty
desespoir	désespoir	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
mieulx	mieux	ADVgen	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
ou	ou	CONcoo	MORPH=empty
estre	être	VERinf	MORPH=empty
plus	plus	ADVgen	MORPH=empty
auancez	avancer	VERppe	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
bien	bien	ADVgen	MORPH=empty
faire	faire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
retirerez	retirer	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
en	en	PRE	MORPH=empty
france	France	NOMpro	NOMB.=s|GENRE=f
l	le	DETdef	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
bonnes	bon	ADJqua	NOMB.=p|GENRE=f
lettres	lettre	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
elegantes	élégant	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=p|GENRE=f
depuis	depuis	PRE	MORPH=empty
cent	cent	DETcar	NOMB.=p|GENRE=m
ans	an	NOMcom	NOMB.=p|GENRE=m
enca	ençà	ADVgen	MORPH=empty
ou	ou	CONcoo	MORPH=empty
enuiron	environ	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
brave	brave	ADJqua	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
latine	latin	ADJqua	NOMB.=s|GENRE=f
s	se	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cõmencee	commencer	VERppe	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
instaurer	instaurer	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
moyen	moyen	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
grecque	grec	ADJqua	NOMB.=s|GENRE=f
dechassee	déchasser	VERppe	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pays	pays	NOMcom	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
turcs	Turc	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
passee	passer	VERppe	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
italie	Italie	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
n	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
grandement	grandement	ADVgen	MORPH=empty
suyui	suivre	VERppe	NOMB.=s|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
nom	nom	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
parti	parti	VERppe	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
france	France	NOMpro	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qu	que	PROrel	NOMB.=s|GENRE=n
on	on	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
faisoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
grãt	grand	ADJqua	NOMB.=s|GENRE=m
acueil	accueil	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
serez	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
auenir	avenir	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
roy	roi	NOMcom	NOMB.=s|GENRE=m
surnõme	surnommer	VERppe	NOMB.=s|GENRE=m
musegetes	Musagètes	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
passe	passer	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
surnõ	surnom	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
phebus	Phébus	NOMpro	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
hercules	Hercule	NOMpro	NOMB.=s|GENRE=m
acõpaigne	accompagner	VERppe	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
neuf	neuf	ADJcar	NOMB.=p|GENRE=f
muses	muse	NOMcom	NOMB.=p|GENRE=f
cõme	comme	CONsub	MORPH=empty
estant	être	VERppa	NOMB.=s|GENRE=m
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
protecteur	protecteur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
entre	entre	PRE	MORPH=empty
lesquelles	lequel	DETint	NOMB.=s|GENRE=f
calliope	Calliope	NOMpro	NOMB.=s|GENRE=f
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tousiours	toujours	ADVgen	MORPH=empty
choses	chose	NOMcom	NOMB.=p|GENRE=f
elegãtes	élégant	ADJqua	NOMB.=p|GENRE=f
pour	pour	PRE	MORPH=empty
resioyr	réjouir	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
suauite	suavité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
langaige	langage	NOMcom	NOMB.=s|GENRE=m
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
conducteur	conducteur	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
entreteneur	entreteneur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
clio	Clio	NOMpro	NOMB.=s|GENRE=f
recite	réciter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
honorablemẽt	honorablement	ADVgen	MORPH=empty
tres	très	ADVgen	MORPH=empty
renomme	renommer	VERppe	NOMB.=s|GENRE=m
quant	quand	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
parmy	parmi	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
publicque	public	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
rioit	rire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
tousiours	toujours	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
disãt	dire	VERppa	NOMB.=s|GENRE=m
qu	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
voioit	voir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
folzs	fou	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
folles	fou	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
follies	folie	NOMcom	NOMB.=p|GENRE=f
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
citez	cité	NOMcom	NOMB.=p|GENRE=f
car	car	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
ungs	un	PROind	NOMB.=p|GENRE=m
pleurent	pleurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
autres	autre	PROind	NOMB.=p|GENRE=x
s	se	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
esioyssent	éjouir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sans	sans	PRE	MORPH=empty
qu	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
cause	cause	NOMcom	NOMB.=s|GENRE=f
raisonnable	raisonnable	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
petitz	petit	ADJqua	NOMB.=p|GENRE=m
enfans	enfant	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
innocens	innocent	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m
se	se	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
courroucent	courroucer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
souuent	souvent	ADVgen	MORPH=empty
quant	quand	CONsub	MORPH=empty
on	on	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cuyde	cuider	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
faire	faire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
rebours	rebours	NOMcom	NOMB.=s|GENRE=m
aussi	aussi	ADVgen	MORPH=empty
s	se	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
sesioissent	éjouir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
faulte	faute	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
bon	bon	ADJqua	NOMB.=s|GENRE=m
iugement	jugement	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
discretion	discrétion	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
contraire	contraire	NOMcom	NOMB.=s|GENRE=m
heraclite	Héraclite	NOMpro	NOMB.=s|GENRE=m
tousiours	toujours	ADVgen	MORPH=empty
pleuroit	pleurer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
quant	quand	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
alloit	aller	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
ville	ville	NOMcom	NOMB.=s|GENRE=f
comme	comme	CONsub	MORPH=empty
dient	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
senecque	Sénèque	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
iuuenal	Juvénal	NOMpro	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
compassion	compassion	NOMcom	NOMB.=s|GENRE=f
qu	que	PROrel	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
l	la	DETdef	NOMB.=s|GENRE=f
ignorance	ignorance	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m
n	ne	ADVneg	MORPH=empty
entendoient	entendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prudence	prudence	NOMcom	NOMB.=s|GENRE=f
lettree	lettrer	VERppe	NOMB.=s|GENRE=f
une	un	DETndf	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
precieuse	précieux	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
don	don	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
inuẽte	inventer	VERppe	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
supplier	supplier	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
faultes	faute	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
nature	nature	NOMcom	NOMB.=s|GENRE=f
humaine	humain	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Isocrates	Isocrate	NOMpro	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
considerant	considérant	VERppa	NOMB.=s|GENRE=m
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
qu	que	PROrel	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
escript	écrire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
demonicque	Démonique	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
doibz	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
sur	sur	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
exercer	exercer	VERinf	MORPH=empty
ton	ton	DETpos	PERS.=2|NOMB.=s|GENRE=m
entendement	entendement	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
prudence	prudence	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
bon	bon	ADJqua	NOMB.=s|GENRE=m
entendement	entendement	NOMcom	NOMB.=s|GENRE=m
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
grande	grand	ADJqua	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
enclose	enclore	VERppe	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
petite	petit	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
ung	un	DETind	NOMB.=s|GENRE=m
autre	autre	DETind	NOMB.=s|GENRE=m
paissaige	passage	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=n
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
amende	amender	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
s	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
accroist	accroître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
exercice	exercice	NOMcom	NOMB.=s|GENRE=m
tempere	tempérer	VERppe	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
qualite	qualité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
l	la	DETdef	NOMB.=s|GENRE=f
ame	âme	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
entendement	entendement	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
croist	croître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
augmẽte	augmenter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
lire	lire	VERinf	MORPH=empty
escriptures	écriture	NOMcom	NOMB.=p|GENRE=f
ou	ou	CONcoo	MORPH=empty
escouter	écouter	VERinf	MORPH=empty
parolles	parole	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=f
tendent	tendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
enseignent	enseigner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sapience	sapience	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Toute	tout	DETind	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
philosophie	philosophie	NOMcom	NOMB.=s|GENRE=f
morale	moral	ADJqua	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
astraindre	astreindre	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
craincte	crainte	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
necessite	nécessité	NOMcom	NOMB.=s|GENRE=f
d	de	PRE	MORPH=empty
obeissãce	obéissance	NOMcom	NOMB.=s|GENRE=f
comme	comme	CONsub	MORPH=empty
il	il	PROper	PERS.=0|NOMB.=s|GENRE=n|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
autres	autre	PROind	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
sinon	sinon	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
loy	loi	NOMcom	NOMB.=s|GENRE=f
diuĩe	divin	ADJqua	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
auctorite	autorité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
l	le	DETdef	NOMB.=s|GENRE=m
empereur	empereur	NOMcom	NOMB.=s|GENRE=m
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
loix	loi	NOMcom	NOMB.=p|GENRE=f
que	que	CONsub	MORPH=empty
cõbien	combien	ADVgen	MORPH=empty
qu	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
subiect	sujet	NOMcom	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
droictz	droit	NOMcom	NOMB.=p|GENRE=m
ciuilz	civil	ADJqua	NOMB.=p|GENRE=m
neautmoĩs	néanmoins	ADVgen	MORPH=empty
c	ce	PROdem	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
et	et	CONcoo	MORPH=empty
parolle	parole	NOMcom	NOMB.=s|GENRE=f
digne	digne	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
roy	roi	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
de	de	PRE	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
y	y	PROadv	MORPH=empty
vouloir	vouloir	VERinf	MORPH=empty
assubiectir	assujettir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dire	dire	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
donner	donner	VERinf	MORPH=empty
auctorite	autorité	NOMcom	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
constitucõns	constitution	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
ordõnãces	ordonnance	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
raison	raison	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
dessusdictes	dessus-dit	DETcom	NOMB.=p|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
amplement	amplement	ADVgen	MORPH=empty
deduicte	déduire	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
aristote	Aristote	NOMpro	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
grant	grand	ADJqua	NOMB.=s|GENRE=m
philosophe	philosophe	NOMcom	NOMB.=s|GENRE=m
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
cinquiesme	cinquième	ADJord	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
d	de	PRE	MORPH=empty
ethicques	éthique	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
lequel	lequel	DETrel	NOMB.=s|GENRE=m
aucteur	auteur	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
autres	autre	PROind	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
monstre	montrer	VERppe	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
clerement	clairement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
mieulx	mieux	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
nul	nul	DETind	NOMB.=s|GENRE=m
autre	autre	PROind	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
c	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
iustice	justice	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
dont	dont	PROrel	NOMB.=s|GENRE=f
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l	la	DETdef	NOMB.=s|GENRE=f
auctorite	autorité	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
maieste	majesté	NOMcom	NOMB.=s|GENRE=f
royalle	royal	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
mais	mais	CONcoo	MORPH=empty
iustice	justice	NOMcom	NOMB.=s|GENRE=f
distributiue	distributive	ADJqua	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
partie	partie	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
iustice	justice	NOMcom	NOMB.=s|GENRE=f
que	que	PROrel	NOMB.=s|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=m
roys	roi	NOMcom	NOMB.=p|GENRE=m
