form	lemma	POS	morph
corrode	corroder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
brule	brûler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
fleurs	fleur	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
ainsi	si	ADVgen	MORPH=empty
boece	Boèce	NOMpro	NOMB.=s|GENRE=m
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
tẽps	temps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
prosperite	prospérité	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
sõ	son	DETpos	PERS.=1|NOMB.=s|GENRE=f
estude	étude	NOMcom	NOMB.=s|GENRE=f
produisoit	produire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
fleurs	fleur	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
c	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
ditties	dité	ADJqua	NOMB.=p|GENRE=m
plaisans	plaire	VERppa	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
ioyeux	joyeux	ADJqua	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
cruelle	cruel	ADJqua	NOMB.=s|GENRE=f
gelee	gelée	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
aduersite	adversité	NOMcom	NOMB.=s|GENRE=f
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
osta	ôter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
brula	brûler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
toutes	tout	DETind	NOMB.=p|GENRE=f
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
fleurs	fleur	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
plaisãces	plaisance	NOMcom	NOMB.=p|GENRE=f
par	par	PRE	MORPH=empty
quoy	quoi	PROrel	NOMB.=s|GENRE=n
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
contraint	contraindre	VERppe	NOMB.=s|GENRE=m
cõmencer	commencer	VERinf	MORPH=empty
douloureux	douloureux	ADJqua	NOMB.=p|GENRE=m
ditties	dité	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
tristes	triste	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
En	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
seconde	second	ADJord	NOMB.=s|GENRE=f
partie	partie	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
p̃mier	premier	ADJord	NOMB.=s|GENRE=m
metre	mètre	NOMcom	NOMB.=s|GENRE=m
Boece	Boèce	NOMpro	NOMB.=s|GENRE=m
monstre	montrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
cause	cause	NOMcom	NOMB.=s|GENRE=f
directiue	directif	ADJqua	NOMB.=s|GENRE=f
qͥ	qui	PROrel	NOMB.=s|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
drece	dresser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
esmeut	émouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
commencer	commencer	VERinf	MORPH=empty
metres	mètre	NOMcom	NOMB.=p|GENRE=m
tristes	triste	ADJqua	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
en	en	PRE	MORPH=empty
soy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
complaignant	complaindre	VERppa	NOMB.=s|GENRE=m
enuers	envers	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
sciences	science	NOMcom	NOMB.=p|GENRE=f
poeticques	poétique	ADJqua	NOMB.=p|GENRE=f
desquelles	de_lequel	PRE.PROrel	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
souloit	souloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
user	user	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
faisant	faire	VERppa	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
Respond	répondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
taisible	taisible	ADJqua	NOMB.=s|GENRE=f
question	question	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
pourroyt	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
faicte	faire	VERppe	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
aulcun	aucun	PROind	NOMB.=s|GENRE=x
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
pourroit	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
demãder	demander	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
boece	Boèce	NOMpro	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m
dressera	dresser	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
ou	ou	CONcoo	MORPH=empty
esmouuera	émouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
escrire	écrire	VERinf	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
mettres	mètre	NOMcom	NOMB.=p|GENRE=m
tristes	triste	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
Respond	répondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Certes	certes	ADVgen	MORPH=empty
uecy	uecy	NOMcom	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=f
sciences	science	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
muses	muse	NOMcom	NOMB.=p|GENRE=f
poeticques	poétique	ADJqua	NOMB.=p|GENRE=f
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
assistentes	assistant	NOMcom	NOMB.=p|GENRE=f
chantans	chanter	VERppa	NOMB.=p|GENRE=f
doulcement	doucement	ADVgen	MORPH=empty
lesquelles	lequel	PROrel	NOMB.=p|GENRE=f
medittent	méditer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
souuent	souvent	ADVgen	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
parolles	parole	NOMcom	NOMB.=p|GENRE=f
q̃	que	PROrel	NOMB.=p|GENRE=f
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
doy	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
mettre	mettre	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
escript	écrit	NOMcom	NOMB.=s|GENRE=m
couuenables	convenable	ADJqua	NOMB.=p|GENRE=m
a	à	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=f
douleurs	douleur	NOMcom	NOMB.=p|GENRE=f
plaindre	plaindre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
lamenter	lamenter	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Lesquelles	lequel	DETrel	NOMB.=p|GENRE=f
muses	muse	NOMcom	NOMB.=p|GENRE=f
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
esmeuuent	émouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
admonesent	admoner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tant	tant	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	NOMB.=s|GENRE=n
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
arrouse	arroser	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
tout	tout	DETind	NOMB.=s|GENRE=m
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
uisaige	visage	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
larmes	larme	NOMcom	NOMB.=p|GENRE=f
nõ	non	ADVneg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
larmes	larme	NOMcom	NOMB.=p|GENRE=f
faintes	feindre	VERppe	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
uraye	vrai	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Pour	pour	PRE	MORPH=empty
quoy	quoi	PROrel	GENRE=n|NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
noter	noter	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
Boece	Boèce	NOMpro	NOMB.=s|GENRE=m
appelle	appeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f
dessus	dessus	ADVgen	MORPH=empty
dictes	dire	VERppe	NOMB.=p|GENRE=f
sciẽces	science	NOMcom	NOMB.=p|GENRE=f
Camenez	camènes	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
qͥ	qui	PROrel	GENRE=n|NOMB.=p
uault	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
autant	autant	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
comme	comme	CONsub	MORPH=empty
chantans	chanter	VERppa	NOMB.=s|GENRE=n
doulcement	doucement	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sentences	sentence	NOMcom	NOMB.=p|GENRE=f
delectables	délectable	ADJqua	NOMB.=p|GENRE=f
desquelles	de_lequel	PRE.PROrel	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
unes	un	PROind	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
entiers	entier	ADJqua	NOMB.=p|GENRE=m
comme	comme	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
sentences	sentence	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
phisicque	physique	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
theologie	théologie	NOMcom	NOMB.=s|GENRE=f
tissues	tisser	VERppe	NOMB.=p|GENRE=f
par	par	PRE	MORPH=empty
tres	très	ADVgen	MORPH=empty
efficaces	efficace	ADJqua	NOMB.=p|GENRE=f
Raysõs	raison	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
ĩdissolubles	indissoluble	ADJqua	NOMB.=p|GENRE=f
uerite	vérité	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
icelles	icelui	NOMcom	NOMB.=p|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trouuee	trouver	VERppe	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
uraye	vrai	ADJqua	NOMB.=s|GENRE=f
consolation	consolation	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
autres	autre	PROind	NOMB.=p|GENRE=f
sõt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
deschirees	déchirer	VERppe	NOMB.=p|GENRE=f
c	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
assauoir	assavoir	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
poeticques	poétique	ADJqua	NOMB.=s|GENRE=f
fixion	fiction	NOMcom	NOMB.=s|GENRE=f
cousues	coudre	VERppe	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
faulsete	fausseté	NOMcom	NOMB.=s|GENRE=f
entre	entre	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
uraies	vrai	ADJqua	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
icelle	icelui	PROdem	NOMB.=s|GENRE=f
n	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
uraye	vrai	ADJqua	NOMB.=s|GENRE=f
consolation	consolation	NOMcom	NOMB.=s|GENRE=f
mais	mais	CONcoo	MORPH=empty
tant	tant	ADVgen	MORPH=empty
seullement	seulement	ADVgen	MORPH=empty
apparente	apparaître	VERppa	NOMB.=s|GENRE=f
comme	comme	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
apperra	apparaître	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
cy	ci	ADVgen	MORPH=empty
apres	après	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Note	noter	VERcjg	MODE=imp|PERS.=2|NOMB.=s
en	en	PRE	MORPH=empty
oultre	outre	ADVgen	MORPH=empty
qu	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
deux	deux	DETcar	NOMB.=p|GENRE=f
manieres	manière	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
ungs	un	PROind	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
faĩctz	feindre	VERppe	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
deceptifz	déceptif	ADJqua	NOMB.=p|GENRE=m
comme	comme	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
fẽmes	femme	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
desquelles	de_lequel	PRE.PROrel	NOMB.=p|GENRE=f
iuuenal	Juvénal	NOMpro	NOMB.=s|GENRE=m
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Flet	@latin	OUT	MORPH=empty
si	@latin	OUT	MORPH=empty
lacrimas	@latin	OUT	MORPH=empty
respicit	@latin	OUT	MORPH=empty
amici	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
nec	@latin	OUT	MORPH=empty
dolet	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
C	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
femme	femme	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
nature	nature	NOMcom	NOMB.=s|GENRE=f
pleure	pleurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
s	si	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
Regarde	regarder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f
larmes	larme	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
amy	ami	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
toutesfois	toutefois	ADVgen	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
deult	douloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ouide	Ovide	NOMpro	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
propos	propos	NOMcom	NOMB.=s|GENRE=m
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Remede	remède	NOMpro	NOMB.=s|GENRE=m
d	de	PRE	MORPH=empty
amours	amour	NOMcom	NOMB.=p|GENRE=m
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Neue	@latin	OUT	MORPH=empty
puellarum	@latin	OUT	MORPH=empty
lacrimis	@latin	OUT	MORPH=empty
moueare	@latin	OUT	MORPH=empty
caueto	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Ut	@latin	OUT	MORPH=empty
flerẽt	@latin	OUT	MORPH=empty
oculos	@latin	OUT	MORPH=empty
erudiere	@latin	OUT	MORPH=empty
suos	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=n
uault	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
autant	autant	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
Garde	garde	VERcjg	MODE=imp|PERS.=2|NOMB.=s
toy	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
que	que	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
ne	ne	ADVneg	MORPH=empty
soyes	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s
esmeu	émouvoir	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
folle	fou	ADJqua	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
ꝑ	par	PRE	MORPH=empty
larmes	larme	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
pucelles	puceau	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
enseignie	enseigner	VERppe	NOMB.=p|GENRE=f
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
yeulx	œil	NOMcom	NOMB.=p|GENRE=m
a	à	PRE	MORPH=empty
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
affin	afin	ADVgen	MORPH=empty
q̃lles	que_il	CONsub.PROper	NOMB.=p|GENRE=f
puissẽt	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
plourer	pleurer	VERinf	MORPH=empty
quant	quand	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=i
plaist	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
Ces	ce	DETdem	NOMB.=p|GENRE=f
manieres	manière	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
exclud	exclure	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Boece	Boèce	NOMpro	NOMB.=s|GENRE=m
quant	quand	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
urays	vrai	ADJqua	NOMB.=p|GENRE=m
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
larmes	larme	NOMcom	NOMB.=p|GENRE=f
prouenans	provenir	VERppa	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
parfonde	profond	ADJqua	NOMB.=s|GENRE=f
affliction	affliction	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
cueur	cœur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
telz	tel	DETind	NOMB.=p|GENRE=m
pleurs	pleur	NOMcom	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
appellez	appeler	VERppe	NOMB.=p|GENRE=m
urays	vrai	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
nom	non	ADVneg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
fains	feindre	VERppe	NOMB.=p|GENRE=m
ou	ou	CONcoo	MORPH=empty
deceptifs	déceptif	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	NOMB.=s|GENRE=n
aulcun	aucun	PROind	NOMB.=s|GENRE=m
pourroit	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
dire	dire	VERinf	MORPH=empty
O	ô	INJ	MORPH=empty
boece	Boèce	NOMpro	NOMB.=s|GENRE=m
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
sẽble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
sciences	science	NOMcom	NOMB.=p|GENRE=f
poeticques	poétique	ADJqua	NOMB.=p|GENRE=f
ne	ne	ADVneg	MORPH=empty
prouffitent	profiter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
riens	rien	PROind	NOMB.=s|GENRE=n
comme	comme	CONsub	MORPH=empty
toy	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
mesmes	même	ADJind	NOMB.=s|GENRE=m
les	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r
appelles	appeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
deschirees	déchirer	VERppe	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
solution	solution	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
question	question	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donnee	donner	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=n
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
texte	texte	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Tant	tant	ADVgen	MORPH=empty
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
moins	moins	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
compaignie	compagnie	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
s	si	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
uaulsist	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dire	dire	VERinf	MORPH=empty
i	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
soit	être	VERcjg	NOMB.=s
ce	ce	PROdem	NOMB.=s|GENRE=n
qu	que	PROrel	NOMB.=s|GENRE=n
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
soient	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
deschirees	déchirer	VERppe	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
touteffois	toutefois	ADVgen	MORPH=empty
si	si	CONsub	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
a	à	PRE	MORPH=empty
requerir	requérir	VERinf	MORPH=empty
